Trip ID,Subscription (Y or N),ADA/Non,Anchor,RequestTime,PCAs,Companions,ServiceAnimal,PickHouseNumber,PickAddress1,Pickcity,pickzip,DropHouseNumber,DropAddress1,Dropcity,DropZip,PickFullAddress,DropFullAddress,PickGeo,DropGeo
2152,N,ADA,P,3:30 PM,0,0,N,656,CONCORD AVE,CAMBRIDGE,2138,116,SIMONDS RD,LEXINGTON,2420,"656 CONCORD AVE, CAMBRIDGE, 2138","116 SIMONDS RD, LEXINGTON, 2420","42.3859559,-71.1388722","42.468879,-71.2345176"
2153,N,ADA,A,10:00 AM,0,0,N,6,WINSLOW ST,ARLINGTON,2474,5,Elm St,WOBURN,1801,"6 WINSLOW ST, ARLINGTON, 2474","5 Elm St, WOBURN, 1801","42.41661939999999,-71.1525853","42.5013615,-71.1585679"
2154,N,ADA,P,11:00 AM,0,0,N,9,Elm St,WOBURN,1801,10,WINSLOW ST,ARLINGTON,2474,"9 Elm St, WOBURN, 1801","10 WINSLOW ST, ARLINGTON, 2474","42.5016934,-71.1589018","42.4166427,-71.15265420000001"
2155,N,ADA,A,10:00 AM,0,0,N,108,CHESTNUT AVE,JAMAICA PLAIN,2130,1352,Tremont St,ROXBURY,2120,"108 CHESTNUT AVE, JAMAICA PLAIN, 2130","1352 Tremont St, ROXBURY, 2120","42.319153,-71.1050049","42.3314583,-71.0934524"
2156,N,ADA,P,12:00 PM,0,0,N,1352,Tremont St,ROXBURY,2120,13,Creighton St,JAMAICA PLAIN,2130,"1352 Tremont St, ROXBURY, 2120","13 Creighton St, JAMAICA PLAIN, 2130","42.3314583,-71.0934524","42.322765,-71.1083064"
2157,N,ADA,A,10:00 AM,0,0,N,129,HIGH ST,READING,1867,140,LEXINGTON ST,WOBURN,1801,"129 HIGH ST, READING, 1867","140 LEXINGTON ST, WOBURN, 1801","42.5246888,-71.1115418","42.4716029,-71.17475300000001"
2158,N,ADA,P,5:15 PM,0,0,N,143,LEXINGTON ST,WOBURN,1801,132,HIGH ST,READING,1867,"143 LEXINGTON ST, WOBURN, 1801","132 HIGH ST, READING, 1867","42.4721558,-71.1747725","42.52460180000001,-71.1118252"
2159,Y,ADA,A,9:00 AM,0,0,Y,623,BROAD ST,EAST WEYMOUTH,2189,7,CHANDLER ST,BOSTON,2116,"623 BROAD ST, EAST WEYMOUTH, 2189","7 CHANDLER ST, BOSTON, 2116","42.216704,-70.9330279","42.3473499,-71.0702921"
2160,Y,ADA,P,3:30 PM,0,0,Y,8,CHANDLER ST,BOSTON,2116,624,BROAD ST,EAST WEYMOUTH,2189,"8 CHANDLER ST, BOSTON, 2116","624 BROAD ST, EAST WEYMOUTH, 2189","42.3469884,-71.0700244","42.2172744,-70.9333296"
2161,N,ADA,A,12:30 PM,0,0,N,99,WASHINGTON ST,QUINCY,2169,503,CONGRESS ST,QUINCY,2169,"99 WASHINGTON ST, QUINCY, 2169","503 CONGRESS ST, QUINCY, 2169","42.250282,-70.99906279999999","42.2340963,-71.0176606"
2162,N,ADA,P,1:30 PM,0,0,N,502,CONGRESS ST,QUINCY,2169,98,WASHINGTON ST,QUINCY,2169,"502 CONGRESS ST, QUINCY, 2169","98 WASHINGTON ST, QUINCY, 2169","42.23405899999999,-71.01849589999999","42.2510118,-70.99984409999999"
2163,N,ADA,A,7:00 AM,0,0,N,914,MAIN ST,MELROSE,2176,19,PARKMAN ST,BOSTON,2114,"914 MAIN ST, MELROSE, 2176","19 PARKMAN ST, BOSTON, 2114","42.4663118,-71.06151179999999","42.36219,-71.06731839999999"
2164,N,ADA,P,8:30 AM,0,0,N,17,PARKMAN ST,BOSTON,2114,912,MAIN ST,MELROSE,2176,"17 PARKMAN ST, BOSTON, 2114","912 MAIN ST, MELROSE, 2176","42.36219029999999,-71.06728269999999","42.466258,-71.0615196"
2165,N,ADA,A,9:30 AM,0,0,N,9,DIAMOND POND TER,WALPOLE,2081,944,EAST ST,WALPOLE,2081,"9 DIAMOND POND TER, WALPOLE, 2081","944 EAST ST, WALPOLE, 2081","42.1463707,-71.2455708","42.14683590000001,-71.25142939999999"
2166,N,ADA,P,11:00 AM,0,0,N,943,EAST ST,WALPOLE,2081,8,DIAMOND POND TER,WALPOLE,2081,"943 EAST ST, WALPOLE, 2081","8 DIAMOND POND TER, WALPOLE, 2081","42.1471647,-71.2514597","42.1463707,-71.2455708"
2167,N,ADA,A,3:00 PM,0,0,N,25,BRIDLE PATH CIR,RANDOLPH,2368,1094,N MAIN ST,RANDOLPH,2368,"25 BRIDLE PATH CIR, RANDOLPH, 2368","1094 N MAIN ST, RANDOLPH, 2368","42.1634296,-71.05311870000001","42.1927282,-71.0601313"
2168,N,ADA,A,8:15 AM,0,0,N,12328,MAIN CAMPUS DR,LEXINGTON,2421,703,ATLANTIC AVE,BOSTON,2210,"12328 MAIN CAMPUS DR, LEXINGTON, 2421","703 ATLANTIC AVE, BOSTON, 2210","42.410152,-71.2131819","42.3512754,-71.056513"
2169,N,ADA,P,10:50 PM,0,0,N,706,ATLANTIC AVE,BOSTON,2210,12331,MAIN CAMPUS DR,LEXINGTON,2421,"706 ATLANTIC AVE, BOSTON, 2210","12331 MAIN CAMPUS DR, LEXINGTON, 2421","42.3517276,-71.0558344","42.410152,-71.2131819"
2170,Y,ADA,A,9:15 AM,0,0,N,30,ATHELWOLD ST,DORCHESTER,2124,1162,CENTRE ST,JAMAICA PLAIN,2130,"30 ATHELWOLD ST, DORCHESTER, 2124","1162 CENTRE ST, JAMAICA PLAIN, 2130","42.2958255,-71.07733809999999","42.2995376,-71.12839579999999"
2171,Y,ADA,P,2:00 PM,0,0,N,1156,CENTRE ST,JAMAICA PLAIN,2130,24,ATHELWOLD ST,DORCHESTER,2124,"1156 CENTRE ST, JAMAICA PLAIN, 2130","24 ATHELWOLD ST, DORCHESTER, 2124","42.2997525,-71.1281964","42.2960074,-71.0765989"
2172,N,ADA,P,4:00 PM,0,0,N,136,Brookline Ave,BOSTON,2215,1208,CENTRE ST,WEST ROXBURY,2132,"136 Brookline Ave, BOSTON, 2215","1208 CENTRE ST, WEST ROXBURY, 2132","42.34504,-71.10040699999999","42.2783941,-71.1597048"
2173,N,ADA,A,12:00 PM,0,0,N,128,SHARON ST,MEDFORD,2155,157,Mystic Ave,MEDFORD,2155,"128 SHARON ST, MEDFORD, 2155","157 Mystic Ave, MEDFORD, 2155","42.41736179999999,-71.1341451","42.4095278,-71.105646"
2174,N,ADA,P,1:00 PM,0,0,N,156,Mystic Ave,MEDFORD,2155,127,SHARON ST,MEDFORD,2155,"156 Mystic Ave, MEDFORD, 2155","127 SHARON ST, MEDFORD, 2155","42.4100323,-71.1047729","42.4171543,-71.134306"
2175,Y,Non-ADA,P,2:15 PM,0,0,N,557,BOSTON PROVIDENCE HWY,WALPOLE,2032,37,"Dale St, Behind Building # 28",NEEDHAM,2494,"557 BOSTON PROVIDENCE HWY, WALPOLE, 2032","37 Dale St, Behind Building # 28, NEEDHAM, 2494","42.1401163,-71.2188479","41.7507615,-72.6953255"
2176,Y,Non-ADA,A,8:25 AM,0,0,N,35,DALE ST,NEEDHAM,2494,555,BOSTON PROVIDENCE HWY,WALPOLE,2032,"35 DALE ST, NEEDHAM, 2494","555 BOSTON PROVIDENCE HWY, WALPOLE, 2032","42.29195000000001,-71.239148","42.1453826,-71.2173821"
2177,N,ADA,A,7:30 AM,1,0,N,242,WALNUT AVE,ROXBURY,2119,646,Washington St,DORCHESTER,2124,"242 WALNUT AVE, ROXBURY, 2119","646 Washington St, DORCHESTER, 2124","42.31810249999999,-71.0907587","42.289198,-71.0709399"
2178,N,ADA,P,2:30 PM,1,0,N,172,EVERETT AVE,CHELSEA,2150,243,WALNUT AVE,ROXBURY,2119,"172 EVERETT AVE, CHELSEA, 2150","243 WALNUT AVE, ROXBURY, 2119","42.3969067,-71.040076","42.3183015,-71.09095769999999"
2179,N,ADA,P,12:30 PM,1,0,N,648,Washington St,DORCHESTER,2124,173,EVERETT AVE,CHELSEA,2150,"648 Washington St, DORCHESTER, 2124","173 EVERETT AVE, CHELSEA, 2150","42.289198,-71.0709399","42.3966725,-71.0399235"
2180,N,ADA,A,10:00 AM,0,0,N,74,BICKNELL ST,QUINCY,2169,627,Southern Artery,QUINCY,2169,"74 BICKNELL ST, QUINCY, 2169","627 Southern Artery, QUINCY, 2169","42.2511419,-70.9629514","42.2521142,-70.9892168"
2181,N,ADA,P,11:00 AM,0,0,N,630,Southern Artery,QUINCY,2169,77,BICKNELL ST,QUINCY,2169,"630 Southern Artery, QUINCY, 2169","77 BICKNELL ST, QUINCY, 2169","42.2523916,-70.9887103","42.2507933,-70.9627782"
2182,N,ADA,A,10:00 AM,0,0,N,29,CEDARCREST AVE,SALEM,1970,104,Cummings Ctr,BEVERLY,1915,"29 CEDARCREST AVE, SALEM, 1970","104 Cummings Ctr, BEVERLY, 1915","42.488522,-70.90378","42.55980419999999,-70.8854638"
2183,N,ADA,P,3:00 PM,0,0,N,105,Cummings Ctr,BEVERLY,1915,30,CEDARCREST AVE,SALEM,1970,"105 Cummings Ctr, BEVERLY, 1915","30 CEDARCREST AVE, SALEM, 1970","42.55980419999999,-70.8854638","42.488808,-70.9024419"
2184,N,ADA,A,8:30 AM,0,0,N,62,GREEN ST,MALDEN,2148,383,Salem St,MALDEN,2148,"62 GREEN ST, MALDEN, 2148","383 Salem St, MALDEN, 2148","42.4186016,-71.0704032","42.4311261,-71.05462109999999"
2185,N,ADA,P,9:30 AM,0,0,N,381,Salem St,MALDEN,2148,60,GREEN ST,MALDEN,2148,"381 Salem St, MALDEN, 2148","60 GREEN ST, MALDEN, 2148","42.431003,-71.0545088","42.4188564,-71.0705174"
2186,Y,ADA,A,6:10 AM,0,0,N,2058,COLUMBUS AVE,ROXBURY,2119,327,WASHINGTON ST,BROOKLINE,2445,"2058 COLUMBUS AVE, ROXBURY, 2119","327 WASHINGTON ST, BROOKLINE, 2445","42.313295,-71.09513009999999","42.3336159,-71.1207708"
2187,Y,ADA,P,10:40 AM,0,0,N,326,WASHINGTON ST,BROOKLINE,2445,2057,COLUMBUS AVE,ROXBURY,2119,"326 WASHINGTON ST, BROOKLINE, 2445","2057 COLUMBUS AVE, ROXBURY, 2119","42.3332485,-71.1205629","42.3137161,-71.0958947"
2188,Y,ADA,A,8:15 AM,0,0,N,14,TILESTON ST,EVERETT,2149,4,CITY SQ,CHARLESTOWN,2129,"14 TILESTON ST, EVERETT, 2149","4 CITY SQ, CHARLESTOWN, 2129","42.4050941,-71.0622018","42.3715959,-71.06252049999999"
2189,Y,ADA,P,2:45 PM,0,0,N,5,CITY SQ,CHARLESTOWN,2129,15,TILESTON ST,EVERETT,2149,"5 CITY SQ, CHARLESTOWN, 2129","15 TILESTON ST, EVERETT, 2149","42.3719446,-71.0621907","42.405413,-71.06232600000001"
2190,N,Non-ADA,A,8:15 AM,0,0,N,7,PATRICIA RD,PEABODY,1960,38,KNEELAND ST,BOSTON,2111,"7 PATRICIA RD, PEABODY, 1960","38 KNEELAND ST, BOSTON, 2111","42.5515942,-71.0160302","42.3508773,-71.0618089"
2191,N,Non-ADA,P,12:30 PM,0,0,N,264,TREMONT ST,BOSTON,2116,8,PATRICIA RD,PEABODY,1960,"264 TREMONT ST, BOSTON, 2116","8 PATRICIA RD, PEABODY, 1960","42.3502148,-71.0647924","42.5517492,-71.0164827"
2192,N,ADA,P,8:45 PM,0,0,N,104,WILLIAM T MORRISSEY BLVD),DORCHESTER,2125,199,THOMAS E BURGIN PKWY,QUINCY,2169,"104 WILLIAM T MORRISSEY BLVD), DORCHESTER, 2125","199 THOMAS E BURGIN PKWY, QUINCY, 2169","42.3156125,-71.0478628","42.2496155,-71.0047824"
2193,N,ADA,A,6:00 PM,0,0,N,199,THOMAS E BURGIN PKWY,QUINCY,2169,104,WILLIAM T MORRISSEY BLVD),DORCHESTER,2125,"199 THOMAS E BURGIN PKWY, QUINCY, 2169","104 WILLIAM T MORRISSEY BLVD), DORCHESTER, 2125","42.2496155,-71.0047824","42.3156125,-71.0478628"
2194,N,ADA,A,10:00 AM,1,0,N,223,FELLSWAY W,MEDFORD,2155,861,WASHINGTON ST,BOSTON,2111,"223 FELLSWAY W, MEDFORD, 2155","861 WASHINGTON ST, BOSTON, 2111","42.4253852,-71.0954562","42.3487038,-71.06399549999999"
2195,N,ADA,P,11:30 AM,1,0,N,865,WASHINGTON ST,BOSTON,2111,227,FELLSWAY W,MEDFORD,2155,"865 WASHINGTON ST, BOSTON, 2111","227 FELLSWAY W, MEDFORD, 2155","42.3486281,-71.06401629999999","42.4254402,-71.0957246"
2197,Y,Non-ADA,P,3:00 PM,0,0,N,44,CAMPANELLI DR,BRAINTREE,2184,400,BEECHWOOD ST,COHASSET,2025,"44 CAMPANELLI DR, BRAINTREE, 2184","400 BEECHWOOD ST, COHASSET, 2025","42.2020892,-71.0264131","42.2142422,-70.8124232"
2198,N,ADA,A,1:45 PM,0,0,N,1556,BEACON ST,BROOKLINE,2446,8,BINNEY ST,BOSTON,2115,"1556 BEACON ST, BROOKLINE, 2446","8 BINNEY ST, BOSTON, 2115","42.3400306,-71.13179989999999","42.3359457,-71.1085784"
2199,N,ADA,P,4:00 PM,0,0,N,9,BINNEY ST,BOSTON,2115,1557,BEACON ST,BROOKLINE,2446,"9 BINNEY ST, BOSTON, 2115","1557 BEACON ST, BROOKLINE, 2446","42.3365363,-71.1079414","42.3392247,-71.1319783"
2200,N,ADA,A,10:00 AM,0,0,N,35,BRIARFIELD RD,MILTON,2186,204,FRIEND ST,BOSTON,2114,"35 BRIARFIELD RD, MILTON, 2186","204 FRIEND ST, BOSTON, 2114","42.2639088,-71.0915112","42.3640207,-71.0605245"
2201,N,ADA,A,10:00 AM,1,0,N,1345,HYDE PARK AVE,HYDE PARK,2136,831,HARRISON AVE,SOUTH END,2118,"1345 HYDE PARK AVE, HYDE PARK, 2136","831 HARRISON AVE, SOUTH END, 2118","42.2530577,-71.1251695","42.3355416,-71.07456619999999"
2202,N,ADA,P,12:00 PM,1,0,N,831,HARRISON AVE,SOUTH END,2118,1345,HYDE PARK AVE,HYDE PARK,2136,"831 HARRISON AVE, SOUTH END, 2118","1345 HYDE PARK AVE, HYDE PARK, 2136","42.3355416,-71.07456619999999","42.2530577,-71.1251695"
2203,Y,ADA,A,7:30 AM,0,0,N,44,FOWLER ST,RANDOLPH,2368,20,STANIFORD ST,BOSTON,2114,"44 FOWLER ST, RANDOLPH, 2368","20 STANIFORD ST, BOSTON, 2114","42.16673369999999,-71.0534689","42.36204900000001,-71.06426189999999"
2204,Y,ADA,P,3:30 PM,0,0,N,22,STANIFORD ST,BOSTON,2114,46,FOWLER ST,RANDOLPH,2368,"22 STANIFORD ST, BOSTON, 2114","46 FOWLER ST, RANDOLPH, 2368","42.3622188,-71.0638704","42.1668062,-71.05316909999999"
2205,Y,ADA,P,8:50 AM,0,0,N,17,Museum Way,CAMBRIDGE,2141,31,OXFORD ST,CAMBRIDGE,2138,"17 Museum Way, CAMBRIDGE, 2141","31 OXFORD ST, CAMBRIDGE, 2138","42.3693155,-71.0719919","42.378516,-71.1165412"
2206,Y,ADA,P,5:30 PM,0,0,N,12,DIVINITY AVE,CAMBRIDGE,2138,11,Museum Way,CAMBRIDGE,2141,"12 DIVINITY AVE, CAMBRIDGE, 2138","11 Museum Way, CAMBRIDGE, 2141","42.3781731,-71.11437510000002","42.3690072,-71.07241259999999"
2207,N,ADA,A,11:00 AM,0,0,N,106,CENTRE ST,BROOKLINE,2446,1556,Beacon St,BROOKLINE,2446,"106 CENTRE ST, BROOKLINE, 2446","1556 Beacon St, BROOKLINE, 2446","42.3440096,-71.12689","42.3400306,-71.13179989999999"
2208,N,Non-ADA,P,12:45 AM,0,0,N,77,MIDDLESEX TPKE,BURLINGTON,1803,240,CARLISLE RD,BEDFORD,1730,"77 MIDDLESEX TPKE, BURLINGTON, 1803","240 CARLISLE RD, BEDFORD, 1730","42.4860234,-71.22172259999999","42.5062098,-71.3042936"
2209,N,ADA,A,8:20 AM,1,0,N,96,WRENTHAM ST,DORCHESTER CENTER,2124,82,AMORY ST,ROXBURY,2119,"96 WRENTHAM ST, DORCHESTER CENTER, 2124","82 AMORY ST, ROXBURY, 2119","42.288625,-71.058888","42.3202145,-71.0992378"
2210,N,ADA,P,3:30 PM,1,0,N,76,AMORY ST,ROXBURY,2119,90,WRENTHAM ST,DORCHESTER CENTER,2124,"76 AMORY ST, ROXBURY, 2119","90 WRENTHAM ST, DORCHESTER CENTER, 2124","42.3203982,-71.0992231","42.2885482,-71.05908939999999"
2211,N,Non-ADA,A,9:00 AM,0,0,N,772,S MAIN ST,SHARON,2067,5,BINNEY ST,FENWAY,2115,"772 S MAIN ST, SHARON, 2067","5 BINNEY ST, FENWAY, 2115","42.0952381,-71.220883","42.3364531,-71.1080288"
2212,N,Non-ADA,P,11:30 AM,0,0,N,8,BINNEY ST,FENWAY,2115,775,S MAIN ST,SHARON,2067,"8 BINNEY ST, FENWAY, 2115","775 S MAIN ST, SHARON, 2067","42.3359457,-71.1085784","42.0933493,-71.2241367"
2213,Y,ADA,A,6:30 AM,0,0,N,21,BRANDEIS RD,NEWTON,2459,36,KNEELAND ST,BOSTON,2111,"21 BRANDEIS RD, NEWTON, 2459","36 KNEELAND ST, BOSTON, 2111","42.3127827,-71.1932436","42.3508738,-71.0618266"
2214,Y,ADA,P,11:00 AM,0,0,N,36,KNEELAND ST,BOSTON,2111,11,Temple Pl,BOSTON,2111,"36 KNEELAND ST, BOSTON, 2111","11 Temple Pl, BOSTON, 2111","42.3508738,-71.0618266","42.3552702,-71.0625677"
2215,N,ADA,P,9:00 PM,1,0,N,61,Dean St,EVERETT,2149,182,RUSSELL ST,EVERETT,2149,"61 Dean St, EVERETT, 2149","182 RUSSELL ST, EVERETT, 2149","42.4125319,-71.05550579999999","42.4162288,-71.041029"
2216,N,ADA,A,6:00 PM,1,0,N,185,RUSSELL ST,EVERETT,2149,64,Dean St,EVERETT,2149,"185 RUSSELL ST, EVERETT, 2149","64 Dean St, EVERETT, 2149","42.41607320000001,-71.04120569999999","42.4126655,-71.0556639"
2217,N,ADA,A,11:30 AM,0,0,N,15,Golden Dr,WINTHROP,2152,128,Broadway,SAUGUS,1906,"15 Golden Dr, WINTHROP, 2152","128 Broadway, SAUGUS, 1906","42.38602909999999,-70.9777965","42.49321,-71.0158934"
2218,N,ADA,P,4:00 PM,0,0,N,129,Broadway,SAUGUS,1906,16,Golden Dr,WINTHROP,2152,"129 Broadway, SAUGUS, 1906","16 Golden Dr, WINTHROP, 2152","42.4955485,-71.0166759","42.3855705,-70.97711939999999"
2219,N,ADA,A,12:00 PM,1,0,N,222,RIVER ST,MATTAPAN,2126,1632,Blue Hill Ave,MATTAPAN,2126,"222 RIVER ST, MATTAPAN, 2126","1632 Blue Hill Ave, MATTAPAN, 2126","42.27127309999999,-71.08028949999999","42.2684033,-71.0934736"
2220,N,ADA,P,2:00 PM,1,0,N,1638,Blue Hill Ave,MATTAPAN,2126,228,RIVER ST,MATTAPAN,2126,"1638 Blue Hill Ave, MATTAPAN, 2126","228 RIVER ST, MATTAPAN, 2126","42.268211,-71.09334","42.2712024,-71.08059469999999"
2221,N,ADA,A,9:00 AM,0,0,N,26,RIVER RD,SOMERVILLE,2145,1436,MAIN ST,WALTHAM,2451,"26 RIVER RD, SOMERVILLE, 2145","1436 MAIN ST, WALTHAM, 2451","42.39722829999999,-71.093335","42.3772512,-71.2722218"
2222,N,ADA,P,2:00 PM,0,0,N,1433,MAIN ST,WALTHAM,2451,23,RIVER RD,SOMERVILLE,2145,"1433 MAIN ST, WALTHAM, 2451","23 RIVER RD, SOMERVILLE, 2145","42.3770265,-71.2716543","42.3972455,-71.0930372"
2223,N,ADA,P,10:30 AM,0,0,N,403,RINDGE AVE,CAMBRIDGE,2140,62,CENTER ST,BURLINGTON,1803,"403 RINDGE AVE, CAMBRIDGE, 2140","62 CENTER ST, BURLINGTON, 1803","42.3927432,-71.1370226","42.504235,-71.192476"
2224,N,ADA,P,1:00 PM,0,0,N,63,CENTER ST,BURLINGTON,1803,404,RINDGE AVE,CAMBRIDGE,2140,"63 CENTER ST, BURLINGTON, 1803","404 RINDGE AVE, CAMBRIDGE, 2140","42.5028542,-71.1912175","42.3937962,-71.1397416"
2225,N,ADA,P,3:30 PM,0,0,N,55,STANIFORD ST,BOSTON,2114,36,ZANA PARK DR,BRAINTREE,2184,"55 STANIFORD ST, BOSTON, 2114","36 ZANA PARK DR, BRAINTREE, 2184","42.3628959,-71.0636411","42.2063624,-70.98343659999999"
2226,N,ADA,A,11:45 AM,0,0,N,37,ZANA PARK DR,BRAINTREE,2184,56,STANIFORD ST,BOSTON,2114,"37 ZANA PARK DR, BRAINTREE, 2184","56 STANIFORD ST, BOSTON, 2114","42.2066247,-70.9825733","42.3626065,-71.0638677"
2227,N,ADA,P,3:30 PM,0,0,N,16,PARKMAN ST,BOSTON,2114,40,MASON ST,SALEM,1970,"16 PARKMAN ST, BOSTON, 2114","40 MASON ST, SALEM, 1970","42.36219,-71.0673123","42.5247275,-70.9038849"
2228,N,ADA,P,6:30 PM,0,0,N,22,PARKMAN ST,BOSTON,2114,46,MASON ST,SALEM,1970,"22 PARKMAN ST, BOSTON, 2114","46 MASON ST, SALEM, 1970","42.36219,-71.0673123","42.5245358,-70.9042736"
2229,N,ADA,A,1:15 PM,0,0,N,41,MASON ST,SALEM,1970,17,PARKMAN ST,BOSTON,2114,"41 MASON ST, SALEM, 1970","17 PARKMAN ST, BOSTON, 2114","42.5240989,-70.9038965","42.36219029999999,-71.06728269999999"
2231,N,ADA,P,12:30 PM,0,0,N,105,ARCH ST,BOSTON,2110,78,BADGER CIR,MILTON,2186,"105 ARCH ST, BOSTON, 2110","78 BADGER CIR, MILTON, 2186","42.3548986,-71.0585778","42.2512588,-71.059472"
2232,N,ADA,A,2:30 PM,0,0,N,563,PLEASANT ST,MALDEN,2148,109,GARLAND ST,EVERETT,2149,"563 PLEASANT ST, MALDEN, 2148","109 GARLAND ST, EVERETT, 2149","42.4254246,-71.08625219999999","42.4093899,-71.0387028"
2233,N,ADA,P,4:15 PM,0,0,N,104,GARLAND ST,EVERETT,2149,558,PLEASANT ST,MALDEN,2148,"104 GARLAND ST, EVERETT, 2149","558 PLEASANT ST, MALDEN, 2148","42.4093878,-71.03869370000001","42.4254706,-71.086032"
2234,N,ADA,A,8:45 AM,0,0,N,100,MAPLE ST,NEEDHAM,2492,771,CENTRE ST,NEWTON,2458,"100 MAPLE ST, NEEDHAM, 2492","771 CENTRE ST, NEWTON, 2458","42.2766945,-71.2393467","42.3451443,-71.1899823"
2235,N,ADA,A,2:00 PM,0,0,N,43,INDEPENDENCE AVE,BRAINTREE,2184,92,LIBBEY INDUSTRIAL PKWY,WEYMOUTH,2189,"43 INDEPENDENCE AVE, BRAINTREE, 2184","92 LIBBEY INDUSTRIAL PKWY, WEYMOUTH, 2189","42.2296767,-71.0052336","42.1932319,-70.94814699999999"
2236,N,ADA,P,2:45 PM,0,0,N,93,LIBBEY INDUSTRIAL PKWY,WEYMOUTH,2189,114,GROSSMAN DR,BRAINTREE,2184,"93 LIBBEY INDUSTRIAL PKWY, WEYMOUTH, 2189","114 GROSSMAN DR, BRAINTREE, 2184","42.1945339,-70.9475387","42.2104035,-70.9996255"
2237,N,ADA,P,4:45 PM,0,0,N,112,GROSSMAN DR,BRAINTREE,2184,42,INDEPENDENCE AVE,BRAINTREE,2184,"112 GROSSMAN DR, BRAINTREE, 2184","42 INDEPENDENCE AVE, BRAINTREE, 2184","42.2104007,-70.99962769999999","42.2292907,-71.00514559999999"
2240,N,ADA,P,8:30 PM,0,0,N,285,Main St,STONEHAM,2180,485,FERRY ST,EVERETT,2149,"285 Main St, STONEHAM, 2180","485 FERRY ST, EVERETT, 2149","42.4829212,-71.1006137","42.4187069,-71.0519767"
2241,N,ADA,A,2:00 PM,0,0,N,796,Massachusetts Ave,BOSTON,2118,113,GROSSMAN DR,BRAINTREE,2184,"796 Massachusetts Ave, BOSTON, 2118","113 GROSSMAN DR, BRAINTREE, 2184","42.3336128,-71.0726782","42.2096352,-71.000192"
2242,N,ADA,P,3:30 PM,0,0,N,112,GROSSMAN DR,BRAINTREE,2184,795,Massachusetts Ave,BOSTON,2118,"112 GROSSMAN DR, BRAINTREE, 2184","795 Massachusetts Ave, BOSTON, 2118","42.2104007,-70.99962769999999","42.3331988,-71.07347159999999"
2243,N,ADA,P,9:15 AM,0,0,N,367,ALBANY ST,BOSTON,2118,71,NEWBURY ST,BOSTON,2116,"367 ALBANY ST, BOSTON, 2118","71 NEWBURY ST, BOSTON, 2116","42.3423502,-71.0628486","42.3520765,-71.0743753"
2244,N,ADA,P,10:45 AM,0,0,N,73,NEWBURY ST,BOSTON,2116,731,ALBANY ST,SOUTH END,2118,"73 NEWBURY ST, BOSTON, 2116","731 ALBANY ST, SOUTH END, 2118","42.3520538,-71.0744668","42.3354497,-71.0707647"
2245,N,ADA,P,1:15 PM,0,0,N,726,ALBANY ST,SOUTH END,2118,364,ALBANY ST,BOSTON,2118,"726 ALBANY ST, SOUTH END, 2118","364 ALBANY ST, BOSTON, 2118","42.3349999,-71.0701258","42.34008,-71.0643065"
2246,N,ADA,P,4:35 PM,0,0,N,50,"Francis St, Brigham & Women'''''''''''''''''''''''",FENWAY,2115,15,SNOWFLAKE LN,CANTON,2021,"50 Francis St, Brigham & Women''''''''''''''''''''''', FENWAY, 2115","15 SNOWFLAKE LN, CANTON, 2021","42.3360919,-71.1067047","42.1767089,-71.1536241"
2247,N,ADA,A,8:00 AM,0,0,N,16,SNOWFLAKE LN,CANTON,2021,51,"Francis St, Brigham & Women'''''''''''''''''''''''",FENWAY,2115,"16 SNOWFLAKE LN, CANTON, 2021","51 Francis St, Brigham & Women''''''''''''''''''''''', FENWAY, 2115","42.1761975,-71.153504","42.3360919,-71.1067047"
2248,N,ADA,A,1:00 PM,0,1,N,41,OCEANSIDE DR,HULL,2045,852,BOYLSTON ST,CHESTNUT HILL,2467,"41 OCEANSIDE DR, HULL, 2045","852 BOYLSTON ST, CHESTNUT HILL, 2467","42.2675052,-70.84767719999999","42.3266446,-71.15006319999999"
2249,N,Non-ADA,P,3:30 PM,1,0,N,95,Pine St,PEABODY,1960,118,Birch St,LYNN,1902,"95 Pine St, PEABODY, 1960","118 Birch St, LYNN, 1902","42.5421938,-70.99898739999999","42.4782806,-70.93560769999999"
2250,N,Non-ADA,A,11:00 AM,1,0,N,114,Birch St,LYNN,1902,91,Pine St,PEABODY,1960,"114 Birch St, LYNN, 1902","91 Pine St, PEABODY, 1960","42.4782652,-70.9356227","42.542413,-71.003066"
2251,N,ADA,A,12:00 PM,0,0,N,14,CHERRY CT,SWAMPSCOTT,1907,17,PARKMAN ST,BOSTON,2114,"14 CHERRY CT, SWAMPSCOTT, 1907","17 PARKMAN ST, BOSTON, 2114","42.4757066,-70.9251705","42.36219029999999,-71.06728269999999"
2252,N,ADA,P,1:00 PM,0,0,N,17,PARKMAN ST,BOSTON,2114,14,CHERRY CT,SWAMPSCOTT,1907,"17 PARKMAN ST, BOSTON, 2114","14 CHERRY CT, SWAMPSCOTT, 1907","42.36219029999999,-71.06728269999999","42.4757066,-70.9251705"
2254,N,ADA,P,6:40 PM,0,0,N,1082,Commonwealth Ave,BOSTON,2215,425,HIGH ST,MEDFORD,2155,"1082 Commonwealth Ave, BOSTON, 2215","425 HIGH ST, MEDFORD, 2155","42.351672,-71.123654","42.4213165,-71.1306828"
